,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Facet FoV size [deg],15.714851470342577,10.183223752781991,10.183223752781991,9.428910882205546,9.428910882205546,9.428910882205546,15.714851470342577,15.714851470342577,14.14336632330832,6.779057493779791,3.137735182835218,3.137735182835218,2.711622997511917,2.711622997511917,2.711622997511917,1.0168586240669688,6.779057493779791,6.101151744401812,2.786421469679102,1.2897150802514703,1.2897150802514703,1.114568587871641,1.114568587871641,1.6718528818074612,0.4776722519449889,2.786421469679102,2.507779322711192,0.6193744393640873,0.40135463670792865,0.40135463670792865,0.6193744393640873,0.6193744393640873,0.6193744393640873,0.6193744393640873,0.6193744393640873,0.5574369954276787,0.2759147902299983,0.17879278406903895,0.17879278406903895,0.2759147902299983,0.2759147902299983,0.2759147902299983,0.2759147902299983,0.2759147902299983,0.2483233112069985,0.5638583048068884,0.3044834845957197,0.3044834845957197,0.5638583048068884,0.5638583048068884,0.5638583048068884,0.5638583048068884,0.5638583048068884,0.5074724743261995
Total FoV size [deg],15.714851470342577,42.43009896992496,42.43009896992496,15.714851470342577,15.714851470342577,15.714851470342577,15.714851470342577,15.714851470342577,14.14336632330832,6.77905749377979,18.303455233205437,18.303455233205437,6.77905749377979,6.77905749377979,6.77905749377979,6.77905749377979,6.77905749377979,6.101151744401811,2.786421469679102,7.523337968133577,7.523337968133577,2.786421469679102,2.786421469679102,2.786421469679102,2.786421469679102,2.786421469679102,2.507779322711192,0.6193744393640873,1.6723109862830359,1.6723109862830359,0.6193744393640873,0.6193744393640873,0.6193744393640873,0.6193744393640873,0.6193744393640873,0.5574369954276785,0.27591479022999826,0.7449699336209955,0.7449699336209955,0.27591479022999826,0.27591479022999826,0.27591479022999826,0.27591479022999826,0.27591479022999826,0.24832331120699846,0.5638583048068883,1.5224174229785985,1.5224174229785985,0.5638583048068883,0.5638583048068883,0.5638583048068883,0.5638583048068883,0.5638583048068883,0.5074724743261995
PSF size [arcs],14.192259379479477,14.192259379479477,14.192259379479477,14.192259379479477,14.192259379479477,14.192259379479477,14.192259379479477,14.192259379479477,14.192259379479477,1.026706652111203,1.026706652111203,1.026706652111203,1.026706652111203,1.026706652111203,1.026706652111203,1.026706652111203,1.026706652111203,1.026706652111203,0.4517088457431048,0.4517088457431048,0.4517088457431048,0.4517088457431048,0.4517088457431048,0.4517088457431048,0.4517088457431048,0.4517088457431048,0.4517088457431048,0.0993711675463052,0.0993711675463052,0.0993711675463052,0.0993711675463052,0.0993711675463052,0.0993711675463052,0.0993711675463052,0.0993711675463052,0.0993711675463052,0.04503308615827274,0.04503308615827274,0.04503308615827274,0.04503308615827274,0.04503308615827274,0.04503308615827274,0.04503308615827274,0.04503308615827274,0.04503308615827274,0.08794737603571341,0.08794737603571341,0.08794737603571341,0.08794737603571341,0.08794737603571341,0.08794737603571341,0.08794737603571341,0.08794737603571341,0.08794737603571341
Pixel size [arcs],2.838451875895895,2.838451875895895,2.838451875895895,2.838451875895895,2.838451875895895,2.838451875895895,2.838451875895895,2.838451875895895,4.730753126493159,0.20534133042224062,0.20534133042224062,0.20534133042224062,0.20534133042224062,0.20534133042224062,0.20534133042224062,0.20534133042224062,0.20534133042224062,0.34223555070373435,0.09034176914862097,0.09034176914862097,0.09034176914862097,0.09034176914862097,0.09034176914862097,0.09034176914862097,0.09034176914862097,0.09034176914862097,0.15056961524770163,0.01987423350926104,0.01987423350926104,0.01987423350926104,0.01987423350926104,0.01987423350926104,0.01987423350926104,0.01987423350926104,0.01987423350926104,0.03312372251543507,0.00900661723165455,0.00900661723165455,0.00900661723165455,0.00900661723165455,0.00900661723165455,0.00900661723165455,0.00900661723165455,0.00900661723165455,0.015011028719424249,0.01758947520714268,0.01758947520714268,0.01758947520714268,0.01758947520714268,0.01758947520714268,0.01758947520714268,0.01758947520714268,0.01758947520714268,0.029315792011904467
Facet side length [pixels],19931.098981685962,12915.352140132505,12915.352140132505,11958.659389011576,11958.659389011576,11958.659389011576,19931.098981685962,19931.098981685962,10762.79345011042,118848.97661578593,55010.09774787806,55010.09774787806,47539.59064631437,47539.59064631437,47539.59064631437,17827.34649236789,118848.97661578593,64178.4473725244,111035.20979695015,51393.43996315978,51393.43996315978,44414.08391878005,44414.08391878005,66621.12587817007,19034.60739376288,111035.20979695015,59959.01329035308,112192.90447964653,72701.00210281096,72701.00210281096,112192.90447964653,112192.90447964653,112192.90447964653,112192.90447964653,112192.90447964653,60584.16841900912,110284.8293959887,71464.5694486007,71464.5694486007,110284.8293959887,110284.8293959887,110284.8293959887,110284.8293959887,110284.8293959887,59553.807873833895,115403.66460055082,62317.978884297445,62317.978884297445,115403.66460055082,115403.66460055082,115403.66460055082,115403.66460055082,115403.66460055082,62317.97888429744
Image side length [pixels],19931.09898168596,53813.9672505521,53813.9672505521,19931.09898168596,19931.09898168596,19931.09898168596,19931.09898168596,19931.09898168596,10762.79345011042,118848.97661578593,320892.236862622,320892.236862622,118848.97661578593,118848.97661578593,118848.97661578593,118848.97661578593,118848.97661578593,64178.4473725244,111035.20979695015,299795.0664517654,299795.0664517654,111035.20979695015,111035.20979695015,111035.20979695015,111035.20979695015,111035.20979695015,59959.01329035308,112192.90447964653,302920.84209504566,302920.84209504566,112192.90447964653,112192.90447964653,112192.90447964653,112192.90447964653,112192.90447964653,60584.168419009126,110284.82939598868,297769.0393691695,297769.0393691695,110284.82939598868,110284.82939598868,110284.82939598868,110284.82939598868,110284.82939598868,59553.807873833895,115403.6646005508,311589.8944214872,311589.8944214872,115403.6646005508,115403.6646005508,115403.6646005508,115403.6646005508,115403.6646005508,62317.97888429744
Epsilon (approx),0.6666666666666672,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.6666666666666672,0.342997170285018,0.342997170285018,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.4441757193189375,0.24373333911071637,0.24373333911071637,0.342997170285018
Qbw,2.2049999999999983,2.2049999999999983,2.2049999999999983,2.2049999999999983,2.2049999999999983,2.2049999999999983,4.285749642711291,4.285749642711291,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,3.309501028678418,6.031181476294671,6.031181476294671,4.285749642711291
Max subband ratio,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
Number subbands,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Station/antenna diameter,35,35,35,35,35,35,35,35,35,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionospheric timescale [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Coalesce time pred0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.74,10.0,10.0,10.0,10.0,10.0,10.0,3.22,5.040000000000001,6.0200000000000005,10.0,10.0,10.0,10.0,10.0,10.0,3.22,5.180000000000001,6.0200000000000005,9.24,9.24,6.0200000000000005,6.0200000000000005,6.0200000000000005,3.22,3.22,5.180000000000001,6.0200000000000005,9.38,9.38,6.0200000000000005,6.0200000000000005,6.0200000000000005,3.22,3.22,5.180000000000001,5.880000000000001,10.0,10.0,5.880000000000001,5.880000000000001,5.880000000000001,3.22,3.22,5.040000000000001
Coalesce time pred1 [s],10.0,10.0,10.0,10.0,10.0,10.0,7.2,7.2,7.2,3.7800000000000002,8.4,8.4,9.66,9.66,9.66,10.0,2.1,3.3600000000000003,3.9200000000000004,8.680000000000001,8.680000000000001,10.0,10.0,6.720000000000001,10.0,2.1,3.3600000000000003,3.9200000000000004,6.16,6.16,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,2.1,3.3600000000000003,4.0600000000000005,6.16,6.16,4.0600000000000005,4.0600000000000005,4.0600000000000005,2.1,2.1,3.3600000000000003,3.9200000000000004,7.280000000000001,7.280000000000001,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,2.1,3.3600000000000003
Coalesce time pred2 [s],6.3,10.0,10.0,10.0,10.0,10.0,3.6,3.6,3.6,2.8000000000000003,6.300000000000001,6.300000000000001,7.280000000000001,7.280000000000001,7.280000000000001,10.0,1.54,2.5200000000000005,2.9400000000000004,6.44,6.44,7.5600000000000005,7.5600000000000005,5.040000000000001,9.66,1.54,2.5200000000000005,2.9400000000000004,4.62,4.62,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005,2.9400000000000004,4.62,4.62,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005,2.9400000000000004,5.460000000000001,5.460000000000001,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005
Coalesce time pred3 [s],2.7,5.4,5.4,5.4,5.4,5.4,1.8,1.8,1.8,1.8200000000000003,4.2,4.2,4.760000000000001,4.760000000000001,4.760000000000001,7.140000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,4.340000000000001,4.340000000000001,5.040000000000001,5.040000000000001,3.3600000000000003,6.44,0.9800000000000001,1.6800000000000002,1.9600000000000002,3.08,3.08,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,3.08,3.08,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,3.6400000000000006,3.6400000000000006,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002
Coalesce time pred4 [s],0.9,2.7,2.7,2.7,2.7,2.7,0.9,0.9,0.9,1.12,2.5200000000000005,2.5200000000000005,2.8000000000000003,2.8000000000000003,2.8000000000000003,4.2,0.56,0.9800000000000001,1.12,2.5200000000000005,2.5200000000000005,2.9400000000000004,2.9400000000000004,1.9600000000000002,3.7800000000000002,0.56,0.9800000000000001,1.12,1.8200000000000003,1.8200000000000003,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,1.8200000000000003,1.8200000000000003,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,2.1,2.1,1.12,1.12,1.12,0.56,0.56,0.9800000000000001
Coalesce time pred5 [s],,,,,,,,,,0.7000000000000001,1.6800000000000002,1.6800000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,2.9400000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.8200000000000003,1.8200000000000003,2.1,2.1,1.4000000000000001,2.66,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.2600000000000002,1.2600000000000002,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.2600000000000002,1.2600000000000002,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.54,1.54,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001
Coalesce time pred6 [s],,,,,,,,,,0.42000000000000004,1.12,1.12,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.8200000000000003,0.28,0.42000000000000004,0.42000000000000004,1.12,1.12,1.2600000000000002,1.2600000000000002,0.8400000000000001,1.6800000000000002,0.28,0.42000000000000004,0.42000000000000004,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.9800000000000001,0.9800000000000001,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004
Coalesce time pred7 [s],,,,,,,,,,0.28,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,1.4000000000000001,0.14,0.28,0.28,0.8400000000000001,0.8400000000000001,0.9800000000000001,0.9800000000000001,0.56,1.2600000000000002,0.14,0.28,0.28,0.56,0.56,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.56,0.56,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.7000000000000001,0.7000000000000001,0.28,0.28,0.28,0.14,0.14,0.28
Coalesce time pred8 [s],,,,,,,,,,0.28,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,1.12,0.14,0.28,0.28,0.7000000000000001,0.7000000000000001,0.8400000000000001,0.8400000000000001,0.56,0.9800000000000001,0.14,0.28,0.28,0.42000000000000004,0.42000000000000004,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.42000000000000004,0.42000000000000004,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.56,0.56,0.28,0.28,0.28,0.14,0.14,0.28
Coalesce time pred9 [s],,,,,,,,,,0.14,0.56,0.56,0.56,0.56,0.56,0.8400000000000001,0.14,0.14,0.14,0.56,0.56,0.56,0.56,0.42000000000000004,0.8400000000000001,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time pred10 [s],,,,,,,,,,0.14,0.42000000000000004,0.42000000000000004,0.56,0.56,0.56,0.7000000000000001,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.56,0.56,0.28,0.7000000000000001,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time pred11 [s],,,,,,,,,,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.56,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time bw0 [s],10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.74,10.0,10.0,10.0,10.0,10.0,10.0,3.22,5.040000000000001,6.0200000000000005,10.0,10.0,10.0,10.0,10.0,10.0,3.22,5.180000000000001,6.0200000000000005,9.24,9.24,6.0200000000000005,6.0200000000000005,6.0200000000000005,3.22,3.22,5.180000000000001,6.0200000000000005,9.38,9.38,6.0200000000000005,6.0200000000000005,6.0200000000000005,3.22,3.22,5.180000000000001,5.880000000000001,10.0,10.0,5.880000000000001,5.880000000000001,5.880000000000001,3.22,3.22,5.040000000000001
Coalesce time bw1 [s],10.0,10.0,10.0,10.0,10.0,10.0,7.2,7.2,7.2,3.7800000000000002,8.4,8.4,9.66,9.66,9.66,10.0,2.1,3.3600000000000003,3.9200000000000004,8.680000000000001,8.680000000000001,10.0,10.0,6.720000000000001,10.0,2.1,3.3600000000000003,3.9200000000000004,6.16,6.16,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,2.1,3.3600000000000003,4.0600000000000005,6.16,6.16,4.0600000000000005,4.0600000000000005,4.0600000000000005,2.1,2.1,3.3600000000000003,3.9200000000000004,7.280000000000001,7.280000000000001,3.9200000000000004,3.9200000000000004,3.9200000000000004,2.1,2.1,3.3600000000000003
Coalesce time bw2 [s],6.3,10.0,10.0,10.0,10.0,10.0,3.6,3.6,3.6,2.8000000000000003,6.300000000000001,6.300000000000001,7.280000000000001,7.280000000000001,7.280000000000001,10.0,1.54,2.5200000000000005,2.9400000000000004,6.44,6.44,7.5600000000000005,7.5600000000000005,5.040000000000001,9.66,1.54,2.5200000000000005,2.9400000000000004,4.62,4.62,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005,2.9400000000000004,4.62,4.62,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005,2.9400000000000004,5.460000000000001,5.460000000000001,2.9400000000000004,2.9400000000000004,2.9400000000000004,1.54,1.54,2.5200000000000005
Coalesce time bw3 [s],2.7,5.4,5.4,5.4,5.4,5.4,1.8,1.8,1.8,1.8200000000000003,4.2,4.2,4.760000000000001,4.760000000000001,4.760000000000001,7.140000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,4.340000000000001,4.340000000000001,5.040000000000001,5.040000000000001,3.3600000000000003,6.44,0.9800000000000001,1.6800000000000002,1.9600000000000002,3.08,3.08,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,3.08,3.08,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002,1.9600000000000002,3.6400000000000006,3.6400000000000006,1.9600000000000002,1.9600000000000002,1.9600000000000002,0.9800000000000001,0.9800000000000001,1.6800000000000002
Coalesce time bw4 [s],0.9,2.7,2.7,2.7,2.7,2.7,0.9,0.9,0.9,1.12,2.5200000000000005,2.5200000000000005,2.8000000000000003,2.8000000000000003,2.8000000000000003,4.2,0.56,0.9800000000000001,1.12,2.5200000000000005,2.5200000000000005,2.9400000000000004,2.9400000000000004,1.9600000000000002,3.7800000000000002,0.56,0.9800000000000001,1.12,1.8200000000000003,1.8200000000000003,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,1.8200000000000003,1.8200000000000003,1.12,1.12,1.12,0.56,0.56,0.9800000000000001,1.12,2.1,2.1,1.12,1.12,1.12,0.56,0.56,0.9800000000000001
Coalesce time bw5 [s],,,,,,,,,,0.7000000000000001,1.6800000000000002,1.6800000000000002,1.9600000000000002,1.9600000000000002,1.9600000000000002,2.9400000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.8200000000000003,1.8200000000000003,2.1,2.1,1.4000000000000001,2.66,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.2600000000000002,1.2600000000000002,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.2600000000000002,1.2600000000000002,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.8400000000000001,1.54,1.54,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.7000000000000001
Coalesce time bw6 [s],,,,,,,,,,0.42000000000000004,1.12,1.12,1.2600000000000002,1.2600000000000002,1.2600000000000002,1.8200000000000003,0.28,0.42000000000000004,0.42000000000000004,1.12,1.12,1.2600000000000002,1.2600000000000002,0.8400000000000001,1.6800000000000002,0.28,0.42000000000000004,0.42000000000000004,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.8400000000000001,0.8400000000000001,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004,0.42000000000000004,0.9800000000000001,0.9800000000000001,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.28,0.42000000000000004
Coalesce time bw7 [s],,,,,,,,,,0.28,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.8400000000000001,1.4000000000000001,0.14,0.28,0.28,0.8400000000000001,0.8400000000000001,0.9800000000000001,0.9800000000000001,0.56,1.2600000000000002,0.14,0.28,0.28,0.56,0.56,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.56,0.56,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.7000000000000001,0.7000000000000001,0.28,0.28,0.28,0.14,0.14,0.28
Coalesce time bw8 [s],,,,,,,,,,0.28,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.7000000000000001,1.12,0.14,0.28,0.28,0.7000000000000001,0.7000000000000001,0.8400000000000001,0.8400000000000001,0.56,0.9800000000000001,0.14,0.28,0.28,0.42000000000000004,0.42000000000000004,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.42000000000000004,0.42000000000000004,0.28,0.28,0.28,0.14,0.14,0.28,0.28,0.56,0.56,0.28,0.28,0.28,0.14,0.14,0.28
Coalesce time bw9 [s],,,,,,,,,,0.14,0.56,0.56,0.56,0.56,0.56,0.8400000000000001,0.14,0.14,0.14,0.56,0.56,0.56,0.56,0.42000000000000004,0.8400000000000001,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time bw10 [s],,,,,,,,,,0.14,0.42000000000000004,0.42000000000000004,0.56,0.56,0.56,0.7000000000000001,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.56,0.56,0.28,0.7000000000000001,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.14,0.14,0.14,0.14,0.14,0.14
Coalesce time bw11 [s],,,,,,,,,,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.7000000000000001,0.14,0.14,0.14,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.28,0.56,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.14,0.14,0.14,0.14,0.14
Combined samples full0,31.0,11.0,11.0,31.0,31.0,31.0,16.0,16.0,17.0,41.0,15.0,15.0,41.0,41.0,41.0,23.0,23.0,36.0,43.0,16.0,16.0,43.0,43.0,43.0,23.0,23.0,37.0,43.0,16.0,16.0,43.0,43.0,43.0,23.0,23.0,37.0,43.0,16.0,16.0,43.0,43.0,43.0,23.0,23.0,37.0,42.0,15.0,15.0,42.0,42.0,42.0,23.0,23.0,36.0
