Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Frequencies predict de-grid7,65536.0,14839.477070095914,14839.477070095914,11871.776237515218,14839.477070095914,14839.477070095914,65536.0,65536.0,32046.381763758778,65536.0,13560.707720387763,13560.707720387763,9388.351279653614,13560.707720387763,15255.727523945518,65536.0,65536.0,43901.00711260044,65536.0,9509.585920875255,9509.585920875255,6656.803133248551,9509.585920875255,11094.465247025146,65536.0,65536.0,23944.89235654539,65536.0,9369.492806415708,9369.492806415708,6692.556866073795,9369.492806415708,11711.811753963559,65536.0,65536.0,16851.68748361234,65536.0,4277.615621592935,4277.615621592935,3055.4682814381094,4277.615621592935,5346.994544082644,65536.0,65536.0,7693.589902261288,65536.0,13422.713353947864,13422.713353947864,10067.1269768297,13422.713353947864,16107.182455237864,65536.0,65536.0,28969.89727092497
Frequencies predict de-grid8,,,,,,,,,,65536.0,16272.739405947037,16272.739405947037,11265.911678304921,16272.739405947037,18306.763169934395,65536.0,65536.0,52681.09867435777,65536.0,11411.441112215982,11411.441112215982,7988.101767593446,11411.441112215982,13313.296303445573,65536.0,65536.0,28733.8088344391,65536.0,11243.34796445438,11243.34796445438,8031.024836306099,11243.34796445438,14054.130701366032,65536.0,65536.0,20221.98157672374,65536.0,5133.118759595582,5133.118759595582,3666.541951536068,5133.118759595582,6416.373466571292,65536.0,65536.0,9232.287896301332,65536.0,16107.182455237864,16107.182455237864,12080.47880318832,16107.182455237864,19328.54537663272,65536.0,65536.0,34763.803155122936
Frequencies predict de-grid9,,,,,,,,,,65536.0,19888.781652859445,19888.781652859445,13769.325542395638,19888.781652859445,22374.810697404097,65536.0,65536.0,64387.887423621025,65536.0,13947.248033770105,13947.248033770105,9763.166613075819,13947.248033770105,16271.737711798904,65536.0,65536.0,35119.03080474535,65536.0,13741.821508373107,13741.821508373107,9815.648796448355,13741.821508373107,17177.22263126097,65536.0,65536.0,24715.707034426418,65536.0,6273.789610246891,6273.789610246891,4481.3068449318325,6273.789610246891,7842.212029786747,65536.0,65536.0,11283.885221562772,65536.0,19686.47459016477,19686.47459016477,14764.947904614515,19686.47459016477,23623.695938386394,65536.0,65536.0,42489.01100007879
Frequencies predict de-grid10,,,,,,,,,,65536.0,23504.823899465737,23504.823899465737,16272.739405947037,23504.823899465737,26442.85822453133,65536.0,65536.0,65536.0,65536.0,16483.05495522998,16483.05495522998,11538.231458305414,16483.05495522998,19230.1791200106,65536.0,65536.0,41504.25277471908,65536.0,16240.295052214517,16240.295052214517,11600.272756429931,16240.295052214517,20300.314560977407,65536.0,65536.0,29209.432492013344,65536.0,7414.460460822171,7414.460460822171,5296.071738247861,7414.460460822171,9268.050593015527,65536.0,65536.0,13335.48254691276,65536.0,23265.766724891524,23265.766724891524,17449.41700591775,23265.766724891524,27918.846499861975,65536.0,65536.0,50214.21884546187
Frequencies predict de-grid11,,,,,,,,,,65536.0,27120.86614583087,27120.86614583087,18776.15326926813,27120.86614583087,30510.905751541883,65536.0,65536.0,65536.0,65536.0,19018.861876534043,19018.861876534043,13313.296303445573,19018.861876534043,22188.620528023996,65536.0,65536.0,47889.47474523953,65536.0,18738.76859601465,18738.76859601465,13384.89671638011,18738.76859601465,23423.406490697515,65536.0,65536.0,33703.157949091255,65536.0,8555.131311379297,8555.131311379297,6110.836631556461,8555.131311379297,10693.889156165913,65536.0,65536.0,15387.079872106855,65536.0,26845.05885953878,26845.05885953878,20133.886106982565,26845.05885953878,32213.99706127872,65536.0,65536.0,57939.42669078791
Frequencies backward kernels0,6965.43862281431,296.2730534195864,296.2730534196959,294.6118663191482,296.07345246309296,294.8743466071742,595.6745859275667,13537.461113775895,568.4362556970387,6535.104859086754,250.60606917361818,250.60606903931523,248.89310622486596,250.45340673694386,249.70696179941456,456.3141327317078,11909.018326105532,320.9447391063214,1803.49588483093,141.4754528533841,141.47545285064325,140.47885559883287,141.3873779412004,140.99555308223287,257.21005359395616,3286.4070183868507,181.06580428946253,411.37818646118035,100.0,100.0,100.0,100.0,100.0,179.8470299926444,749.510569799473,126.76079324381075,108.7546134826685,100.0,100.0,100.0,100.0,100.0,100.0,198.1105151818147,100.0,658.6323714193409,166.84167598907908,166.84167605733174,166.34280165524484,166.79578754696226,166.60761368277215,304.8047300423584,1199.9786170230032,214.8627280819143
Frequencies backward kernels1,9312.784684896713,298.7950068308431,298.7950068310455,295.91258498124563,298.4492476820879,296.36875935536284,615.3335339268907,18099.881753647216,568.7191275714604,8986.551469016284,252.86599828102163,252.86599803612987,249.73437773890907,252.5875635417928,251.22428893615634,460.4860131328528,16376.495217053138,321.1775679609643,2465.1314922041943,142.80002626666555,142.80002626166961,140.9784974443234,142.63944108975605,141.92410961241964,259.32908066108797,4492.161107768407,181.0986895150543,552.913010864576,100.0,100.0,100.0,100.0,100.0,181.13803936644814,1007.4413462597746,126.76322321000433,141.92211651754783,100.0,100.0,100.0,100.0,100.0,100.0,258.55443045554637,100.0,883.6403917032022,167.54289633362353,167.5428964586289,166.6281666434768,167.45883999039086,167.11397188485623,306.9593136051793,1610.0295941046502,214.8663821777743
Frequencies backward kernels2,12588.334561202259,303.3165254331294,303.31652543347366,298.2570260656184,302.71142691420096,299.0600477821179,649.5103392022215,24466.406326993965,569.622148463563,11285.144701150904,255.51993313660282,255.51993276299493,250.72793270731913,255.0950585399031,253.01145735618965,465.3846635487335,20565.414571817124,321.63094464022424,3081.9726616349126,144.3549888490776,144.3549888414527,141.5684795494707,144.11003586520843,143.01723921637637,261.819531936889,5616.2825362524845,181.16275284055416,684.988123035448,100.37471488600073,100.37471501659867,100.0,100.24442602747705,100.0,182.65696314128644,1248.1329006749827,126.76795654369104,173.39071856467706,100.0,100.0,100.0,100.0,100.0,100.0,315.90229956567913,100.0,1093.7803691186466,168.3703738543041,168.37037404600707,166.9657292128015,168.241454474946,167.71218916788203,309.49454717010735,1992.9852985756581,214.87349993375022
Frequencies backward kernels3,16942.36379799136,310.9508335551391,310.9508335557202,302.2513660408958,309.9154838532986,303.63865633020924,704.5625978472841,32929.117993918495,572.3471355203595,15598.826171491737,261.7605223710658,261.76052169967323,253.08816738063234,260.99652390052796,257.2361599490346,476.90121508796796,28426.59834025773,323.4898038917681,4231.545704343195,148.00916326609178,148.00916325241027,142.9695572004328,147.56906194187022,145.5989162202165,267.6839317164592,7711.24596695844,181.42596454196993,930.2882700105453,102.37909844388408,102.37909867956569,100.0,102.14385540340628,101.31810136859671,186.24046222278423,1695.1639377638774,126.78740920165475,232.37595802553636,100.0,100.0,100.0,100.0,100.0,100.15718307641613,423.3960455988922,100.0,1484.2025927121103,170.3331352792725,170.33313562795576,167.77004467062616,170.09857292921617,169.13416418477942,315.4769412759759,2704.4844692194742,214.9027516495355
Frequencies backward kernels4,23016.04974033832,324.25974102096905,324.25974102197085,309.3189711583063,322.49572828585355,311.720202899237,794.3393321529844,44734.24150487495,580.9235154001583,23570.993753474908,276.94742014237664,276.9474187725066,258.9692251723826,275.38652283898926,267.641286978844,504.91472396338423,42954.9483909275,332.9430346251011,6333.876974677991,156.8897733798487,156.88977335197657,146.4579394339773,155.99225062868408,151.9438762799343,282.00022574699193,11542.500677047814,182.78034482061048,1374.9061185830358,107.29051866219777,107.29051914756674,101.60369980628943,106.80551751792355,105.09455351496844,195.02630415470847,2505.4283510725713,126.88779493556193,339.78972696741937,100.0,100.0,100.0,100.0,100.0,117.68470668000964,619.1451657356973,100.0,2191.858115983332,175.2061765739823,175.20617730524876,169.78912418857212,174.71391299620672,172.6826883733124,330.15088120236265,3994.104507166983,215.05370784657586
Frequencies backward kernels5,31255.193681948327,346.29570199453906,346.2957019961856,321.29333592351895,343.37822189648256,325.358702130178,930.8964181366373,60748.258825710844,606.6073626612161,31041.01726995775,294.5567532766694,294.5567511375214,266.019841649733,292.11611054061814,279.9064887295049,537.3768191056118,56568.19916960008,353.1415823259769,8283.442756222714,167.16830123069437,167.16830118724585,150.63518039406276,165.7674121382199,159.40075450682295,298.670363384653,15095.358017627677,185.76512484910464,1782.7273726736255,113.03868155657152,113.03868232158645,103.95012358012875,112.27340581271017,109.55976101959239,205.3171314894972,3248.6352457018106,127.11108348482301,438.2937608458435,100.0,100.0,100.0,100.0,100.0,136.21640485270808,798.6573308752038,100.0,2840.766890432387,181.0170900602974,181.0170912351725,172.23744236859693,180.22559581154712,176.9465800805901,347.34913673067166,5176.665420899425,215.3895132367963
Frequencies backward kernels6,42656.23431852444,382.29817945158015,382.29817945421837,341.5064318144325,377.61322289950294,348.24643056324174,1133.8649654030955,65536.0,680.8234890771128,45139.00928078515,333.88553298425364,333.8855292508242,282.5747554886099,329.6164410874445,307.9514443040804,609.8175908412705,65536.0,433.4849908184258,11922.924818093803,190.068041107087,190.06804103148423,160.4246137215645,187.62502881064654,176.37590244130547,336.119372969146,21727.89162303642,198.78195176314279,2534.2606542131684,126.04527656336082,126.04527792023289,109.49367396714314,124.68523466659403,119.81687579781581,228.6292083068467,4618.217414179959,128.12012201168568,619.27777307043,100.0,100.0,100.0,100.0,100.0,173.59881007623076,1128.4796827102862,100.0,4036.0280818077294,194.54305681324675,194.5430589739134,178.09918114236194,193.08521544284432,186.99609287198004,386.3438751410711,7354.890196921038,216.90772303582705
Frequencies backward kernels7,65536.0,469.7093091785,469.7093091785,393.12702043660596,469.7093091785,469.7093091785,1573.7973609404437,65536.0,1011.1921537914995,58555.43751499453,375.9395153618373,375.93951006319946,301.3402643604968,369.8705897346182,338.7279188865088,687.2102753345528,65536.0,565.3823411269022,15349.737941181267,214.4915025702091,214.49150246314687,171.49393743780274,211.02629833764328,194.91014344557323,376.41302450311326,27972.86077373115,223.42910514562718,3232.2878913223817,140.15063316252918,140.1506351121251,115.82847466845739,138.19342139460605,131.13373863503057,253.94272573168888,5890.2910289908,130.18767983115583,786.652713208462,100.0,100.0,100.0,100.0,100.0,210.14035091194958,1433.50108170211,100.0,5145.589342573645,209.7071213292787,209.70712452985697,184.92069462025927,207.5446291193728,198.44365813737173,428.7290068783265,9376.936799901678,220.02242511280556
Frequencies backward kernels8,,,,,,,,,,65536.0,408.2181441488916,408.2181377194064,316.36963627078865,400.84701172702165,362.77612924048304,746.5790599420753,65536.0,692.1474329256977,17827.06741642581,233.20612039015907,233.20612026040325,180.34189031910236,229.00273572748142,209.34018965234176,407.4686923025118,32487.506187336734,249.96349582703067,3732.0984667107155,151.08067882307634,151.0806812056549,120.93571496564527,148.68656790136424,140.01115771467065,273.5750570725469,6801.137786569669,132.63528170340362,906.0842343463268,100.0,100.0,100.0,100.0,100.0,236.79335633359995,1651.1511653173595,100.0,5939.750458246571,221.7467313036179,221.74673528967594,190.50701646131037,219.05107420868697,207.6487900219461,461.6244620096989,10824.203249914208,223.71625308711026
Frequencies backward kernels9,,,,,,,,,,65536.0,451.5441617049811,451.54415382865375,337.25722169945146,442.5055710657242,395.5063166582534,826.2325228287157,65536.0,890.8904083609574,21039.32717235818,258.29408721511953,258.2940870563559,192.61707697779087,253.1465081947726,228.92307883975766,449.2838544636477,38341.47673092655,295.31337461164065,4375.027234446489,165.85863276235952,165.85863570264888,128.07622701144982,162.90123395600628,152.13193340741896,300.13713335921125,7972.8008373799685,137.31605111753885,1059.241031033422,100.0,100.0,100.0,100.0,100.0,271.350384139049,1930.2616490170035,100.0,6960.958972815726,238.35209170054108,238.35209672232563,198.43391429362467,234.95247035403955,220.48798154596707,506.15555178689107,12685.237230056628,230.7992898252916
Frequencies backward kernels10,,,,,,,,,,65536.0,494.7859808914583,494.7859716325422,358.78841656017573,484.153195215929,428.5796103298394,905.7014932403979,65536.0,1117.9350945725434,24170.696539704742,283.3059109552666,283.30591076884434,205.24856991860523,277.25626996914053,248.6592360356602,491.13189982939434,44048.03393091892,350.6504186691082,4996.848595233864,180.70253079863642,180.70253427427474,135.48104643692537,177.20403143089874,164.41558373496093,326.8340823002836,9105.998089305007,143.79737652531196,1206.8998997114204,100.0,100.0,100.0,100.0,100.0,304.88472196481973,2199.3527972737593,100.0,7948.292837534071,255.34204443059016,255.342050465155,206.78267424531677,251.25325552064518,233.77036995723307,550.9346488178646,14484.538593273315,240.64489972425974
Frequencies backward kernels11,,,,,,,,,,65536.0,537.7048403949941,537.7048298098473,380.7186647792663,525.5423277871765,461.72044540603116,984.5547709250462,65536.0,1369.302866892395,27237.895134715927,308.11052948825153,308.11052927525054,218.09525834943403,301.1956228275794,268.3948752652777,532.7533279475875,49637.64734611989,414.5082373488821,5601.7779200508385,195.50756345904284,195.50756744954674,143.06215129023602,191.48847393064196,176.75286436837243,353.4737259113978,10208.411566491804,152.1903066598548,1350.1381680792392,100.0,100.0,100.0,100.0,100.0,337.5101438339036,2460.3879146940108,100.0,8908.505263221075,272.53904455432706,272.5390515747625,215.449972498283,267.77886749148377,247.34059492457067,595.634540137104,16234.414282222822,253.45240403612777
Frequencies backward grid0,65536.0,909.8309866017943,909.8309866017943,728.0592243433563,909.8309866017943,909.8309866017943,65536.0,65536.0,1963.754084524924,65536.0,904.5597563976627,904.5597563976627,626.4026111935381,904.5597563976627,1017.5610889260679,65536.0,65536.0,2927.246459022404,65536.0,634.2616500381702,634.2616500381702,444.076109332927,634.2616500381702,739.9202789596652,65536.0,65536.0,1596.6154427183094,65536.0,624.8353800384707,624.8353800384707,446.3729740151599,624.8353800384707,780.9899815429653,65536.0,65536.0,1123.6483696216517,65536.0,285.2676338925193,285.2676338925193,203.79113990464606,285.2676338925193,356.5595643828025,65536.0,65536.0,512.9992577598294,65536.0,895.1908366040094,895.1908366040094,671.4850614196475,895.1908366040094,1074.1554517174807,65536.0,65536.0,1931.6697913193286
Frequencies backward grid1,65536.0,1317.8899577352893,1317.8899577352893,1054.506449513207,1317.8899577352893,1317.8899577352893,65536.0,65536.0,2845.002876807837,65536.0,1356.5650741686497,1356.5650741686497,939.3293974920632,1356.5650741686497,1526.0670626744802,65536.0,65536.0,4390.595064095621,65536.0,951.2375319971059,951.2375319971059,665.959238954805,951.2375319971059,1109.7254693717287,65536.0,65536.0,2394.7681956579695,65536.0,937.1445813732993,937.1445813732993,669.45098070747,937.1445813732993,1171.3764794443684,65536.0,65536.0,1685.3640564542193,65536.0,427.85149409557937,427.85149409557937,305.6367570007792,427.85149409557937,534.7893878870661,65536.0,65536.0,769.4489255803708,65536.0,1342.6023701914512,1342.6023701914512,1007.0437213997881,1342.6023701914512,1611.049285867178,65536.0,65536.0,2897.3207797379746
Frequencies backward grid2,65536.0,1929.9783292924083,1929.9783292924083,1544.177180900574,1929.9783292924083,1929.9783292924083,65536.0,65536.0,4166.876025758605,65536.0,1808.570373420898,1808.570373420898,1252.256157056809,1808.570373420898,2034.5730199598029,65536.0,65536.0,5853.943663441757,65536.0,1268.2134055444637,1268.2134055444637,887.8423565662766,1268.2134055444637,1479.5306525735034,65536.0,65536.0,3192.9209452546934,65536.0,1249.4537785218913,1249.4537785218913,892.528981541167,1249.4537785218913,1561.7629739965976,65536.0,65536.0,2247.0797409596876,65536.0,570.4353523546921,570.4353523546921,407.4823713759993,570.4353523546921,713.0192098358275,65536.0,65536.0,1025.8985923202388,65536.0,1790.0138953853188,1790.0138953853188,1342.6023701914512,1790.0138953853188,2147.943113021092,65536.0,65536.0,3862.9717642657424
Frequencies backward grid3,65536.0,2801.7404981711366,2801.7404981711366,2241.586938882596,2801.7404981711366,2801.7404981711366,65536.0,65536.0,6049.543817415792,65536.0,2712.580953399158,2712.580953399158,1878.1096494368924,2712.580953399158,3051.5849180597625,65536.0,65536.0,8780.640856407961,65536.0,1902.165144226012,1902.165144226012,1331.608579773788,1902.165144226012,2219.14101176475,65536.0,65536.0,4789.226441112072,65536.0,1874.0721686334662,1874.0721686334662,1338.6849773488639,1874.0721686334662,2342.535959751262,65536.0,65536.0,3370.5111076432245,65536.0,855.6030669285161,855.6030669285161,611.1735974050059,855.6030669285161,1069.4788521775574,65536.0,65536.0,1538.7979247168228,65536.0,2684.8369373752475,2684.8369373752475,2013.7196565822142,2684.8369373752475,3221.730760331539,65536.0,65536.0,5794.273729429907
